"Age","ChildrenNumber","CountryCitizen","EmploymentField","EmploymentStatus","ExpectedEarning","Gender","Income","JobPref","JobRoleInterest","LanguageAtHome","MaritalStatus","SchoolDegree","StudentDebtOwe"
30,1,"United States of America",NA,"A stay-at-home parent or homemaker",35000,"male",NA,"work for a medium-sized company","Front-End Web Developer","English","single, never married","some college credit, no degree",NA
26,NA,"Israel","software development","Employed for wages",NA,"male",36000,NA,NA,"Russian","single, never married","master's degree (non-professional)",NA
31,NA,"United States of America","office and administrative support","Employed for wages",70000,"female",50000,"work for a medium-sized company","Full-Stack Web Developer","Yue (Cantonese) Chinese",NA,"some college credit, no degree",NA
36,2,"United States of America",NA,"A stay-at-home parent or homemaker",75000,"female",NA,"work for a medium-sized company","Mobile Developer","English","married or domestic partnership","bachelor's degree",NA
31,NA,"United States of America","sales","Employed for wages",45000,"male",13000,"work for a startup","Front-End Web Developer","English",NA,"associate's degree",8000
23,NA,"United Kingdom","food and beverage","Employed for wages",NA,"male",20000,"freelance",NA,"English",NA,"bachelor's degree",32000
25,NA,"Mexico",NA,"Not working but looking for work",90000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","Spanish",NA,"professional degree (MBA, MD, JD, etc.)",NA
27,2,"United States of America","education","Self-employed business owner",50000,"male",47000,"work for a medium-sized company","User Experience Designer","English","married or domestic partnership","bachelor's degree",NA
36,2,"Costa Rica","software development","Self-employed business owner",NA,"male",16500,NA,NA,"Spanish","married or domestic partnership","some college credit, no degree",NA
26,NA,"United States of America",NA,"Employed for wages",NA,"male",29000,"freelance",NA,"English",NA,"associate's degree",1000
28,NA,"Peru","software development","Employed for wages",NA,"male",20000,"start your own business",NA,"Spanish","single, never married","bachelor's degree",NA
39,1,"United States of America","office and administrative support","Employed for wages",50000,"female",40000,"work for a startup","Front-End Web Developer","English","divorced","high school diploma or equivalent (GED)",NA
17,NA,"Australia",NA,"Doing an unpaid internship",45000,"male",NA,"work for a startup","Full-Stack Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
17,NA,"Colombia",NA,NA,60000,"male",NA,"work for a multinational corporation","Back-End Web Developer","Spanish",NA,"some college credit, no degree",NA
26,NA,"United States of America",NA,"Employed for wages",NA,"male",13500,"freelance",NA,"English",NA,"some college credit, no degree",NA
39,2,"United States of America","arts, entertainment, sports, or media","Self-employed freelancer",NA,"female",20000,"freelance",NA,"English","married or domestic partnership","bachelor's degree",1e+05
36,1,"United States of America",NA,"Employed for wages",NA,"male",15000,"freelance",NA,"English","single, never married","bachelor's degree",64000
30,NA,"Guyana","software development","Employed for wages",NA,"male",25000,NA,NA,"English",NA,"trade, technical, or vocational training",20000
53,1,"United States of America",NA,"Not working but looking for work",NA,"female",NA,"start your own business",NA,"English","married or domestic partnership","master's degree (non-professional)",NA
32,NA,"United Kingdom","education","Employed for wages",60000,"male",50000,"work for a multinational corporation","User Experience Designer","English",NA,"bachelor's degree",NA
35,1,"United States of America",NA,"Employed for wages",70000,"male",28000,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","trade, technical, or vocational training",NA
31,NA,"United States of America","transportation","Employed for wages",NA,"male",105000,"start your own business",NA,"English",NA,"bachelor's degree",NA
20,NA,"United States of America","office and administrative support","Employed for wages",NA,"male",10000,"freelance",NA,"English",NA,"some college credit, no degree",NA
28,NA,"United States of America",NA,"Employed for wages",65000,"male",NA,"work for a medium-sized company","DevOps / SysAdmin","English",NA,"bachelor's degree",NA
21,NA,"Ukraine",NA,"Doing an unpaid internship",6000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","Russian",NA,"associate's degree",NA
31,NA,"United States of America","education","Employed for wages",68000,"male",45000,"work for a medium-sized company","Front-End Web Developer","English",NA,"master's degree (non-professional)",98000
36,2,"United States of America","software development","Employed for wages",NA,"female",NA,NA,NA,"English","married or domestic partnership","master's degree (non-professional)",NA
25,NA,"United States of America",NA,"Not working but looking for work",55000,"male",NA,"work for a startup","Full-Stack Web Developer","English",NA,"bachelor's degree",30000
30,NA,"Poland","software development","Self-employed freelancer",NA,"male",30000,NA,NA,"Polish",NA,"master's degree (non-professional)",NA
28,NA,"Mexico",NA,"Not working but looking for work",70000,"male",NA,"work for a startup","Full-Stack Web Developer","Spanish",NA,"bachelor's degree",NA
25,NA,"United States of America",NA,NA,NA,"female",NA,NA,NA,"English",NA,"bachelor's degree",17000
32,NA,"United States of America","education","Employed for wages",NA,"female",36000,"work for a medium-sized company","Front-End Web Developer","English",NA,"bachelor's degree",30000
33,NA,"Canada",NA,"Not working but looking for work",55000,"male",NA,"work for a medium-sized company","Front-End Web Developer","English",NA,"some college credit, no degree",35000
52,NA,"United States of America","software development","Self-employed freelancer",NA,"male",45000,NA,NA,"English",NA,"some college credit, no degree",25000
36,2,"Canada","construction and extraction","Employed for wages",NA,"male",38000,"freelance",NA,"French","married or domestic partnership","some college credit, no degree",NA
31,NA,"United States of America",NA,"A stay-at-home parent or homemaker",50000,"female",NA,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"bachelor's degree",NA
50,NA,"United States of America","finance","Employed for wages",NA,"male",90000,"start your own business",NA,"English","married or domestic partnership","bachelor's degree",NA
28,NA,"Canada","construction and extraction","Employed for wages",45000,"male",45000,"work for a medium-sized company","Full-Stack Web Developer","English","single, never married","trade, technical, or vocational training",NA
31,NA,"United States of America","software development","Employed for wages",NA,"male",40000,NA,NA,"English","married or domestic partnership","associate's degree",40000
28,1,"United States of America","software development","Employed for wages",NA,"male",30000,NA,NA,"English","married or domestic partnership","some college credit, no degree",NA
20,NA,"Israel",NA,"Not working and not looking for work",NA,"male",NA,"work for a startup","Product Manager","English",NA,"high school diploma or equivalent (GED)",NA
24,NA,"United States of America",NA,"Employed for wages",NA,"male",32000,"start your own business",NA,"English","married or domestic partnership","some college credit, no degree",1500
22,NA,"Australia",NA,"Not working and not looking for work",60000,"male",NA,"work for a medium-sized company","Front-End Web Developer","English",NA,"some college credit, no degree",6000
29,NA,"United States of America","office and administrative support","Employed for wages",NA,"female",33000,"start your own business",NA,"English","single, never married","some college credit, no degree",11000
26,NA,"Colombia",NA,"Not working but looking for work",NA,"male",NA,NA,NA,"Spanish",NA,"professional degree (MBA, MD, JD, etc.)",NA
25,NA,"United States of America","food and beverage","Employed for wages",50000,"male",8000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"bachelor's degree",NA
40,NA,"Canada",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"English",NA,"trade, technical, or vocational training",NA
30,NA,"Italy",NA,"Not working but looking for work",45000,"male",NA,"work for a medium-sized company","Data Scientist / Data Engineer","English",NA,"master's degree (non-professional)",NA
36,1,"United States of America",NA,"A stay-at-home parent or homemaker",70000,"male",NA,"work for a startup","Full-Stack Web Developer","English","married or domestic partnership","associate's degree",NA
24,NA,"United States of America",NA,"Employed for wages",75000,"female",30000,"work for a medium-sized company","Full-Stack Web Developer","Yue (Cantonese) Chinese",NA,"bachelor's degree",NA
24,NA,"United Kingdom",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"English",NA,"bachelor's degree",NA
31,1,"United States of America","education","Employed for wages",NA,"male",80000,"start your own business",NA,"English","married or domestic partnership","bachelor's degree",NA
31,NA,"United States of America","education","Employed for wages",45000,"female",21000,"work for a medium-sized company","Front-End Web Developer","English",NA,"master's degree (non-professional)",73000
16,NA,"United States of America",NA,"Not working and not looking for work",NA,"male",NA,"freelance",NA,"English",NA,"some high school",NA
22,NA,"United States of America","software development","Employed for wages",NA,"male",15000,NA,NA,"English",NA,"high school diploma or equivalent (GED)",15000
37,2,"United States of America","office and administrative support","Employed for wages",45000,"male",28000,"work for a medium-sized company","Front-End Web Developer","Tagalog","married or domestic partnership","bachelor's degree",19000
16,NA,"United States of America",NA,NA,NA,"male",NA,"freelance",NA,"English",NA,"no high school (secondary school)",NA
32,1,"United States of America","software development","Employed for wages",NA,"male",36000,NA,NA,"English","married or domestic partnership","some college credit, no degree",9000
